0.275000,0.101449
0.825000,0.289855
1.375000,0.478261
1.925000,0.550725
2.475000,0.608696
3.025000,0.681159
3.575000,0.731884
4.125000,0.768116
4.675000,0.789855
5.225000,0.826087
5.775000,0.847826
6.325000,0.855072
6.875000,0.884058
7.425000,0.891304
7.975000,0.920290
8.525000,0.927536
9.075000,0.934783
9.625000,0.949275
10.175000,0.949275
10.725000,0.963768
11.275000,0.963768
11.825000,0.963768
12.375000,0.963768
12.925000,0.978261
13.475000,0.978261
14.025000,0.978261
14.575000,0.978261
15.125000,0.978261
15.675000,0.992754
16.225000,0.992754
16.775000,0.992754
17.325000,0.992754
17.875000,0.992754
18.425000,0.992754
18.975000,0.992754
19.525000,0.992754
20.075000,0.992754
20.625000,0.992754
21.175000,0.992754
21.725000,0.992754
22.275000,0.992754
22.825000,0.992754
23.375000,0.992754
23.925000,0.992754
24.475000,0.992754
25.025000,0.992754
25.575000,0.992754
26.125000,0.992754
26.675000,0.992754
27.225000,1.000000
27.775000,1.000000
28.325000,1.000000
28.875000,1.000000
29.425000,1.000000
29.975000,1.000000
30.525000,1.000000
31.075000,1.000000
31.625000,1.000000
32.175000,1.000000
32.725000,1.000000
33.275000,1.000000
33.825000,1.000000
34.375000,1.000000
34.925000,1.000000
35.475000,1.000000
36.025000,1.000000
36.575000,1.000000
37.125000,1.000000
37.675000,1.000000
38.225000,1.000000
38.775000,1.000000
39.325000,1.000000
39.875000,1.000000
40.425000,1.000000
40.975000,1.000000
41.525000,1.000000
42.075000,1.000000
42.625000,1.000000
43.175000,1.000000
43.725000,1.000000
44.275000,1.000000
44.825000,1.000000
45.375000,1.000000
45.925000,1.000000
46.475000,1.000000
47.025000,1.000000
47.575000,1.000000
48.125000,1.000000
48.675000,1.000000
49.225000,1.000000
49.775000,1.000000
50.325000,1.000000
50.875000,1.000000
51.425000,1.000000
51.975000,1.000000
52.525000,1.000000
53.075000,1.000000
53.625000,1.000000
54.175000,1.000000
54.725000,1.000000
